Line#,Date,Time,"Pressure (S-BPA 10945459:2263803-1), mbar, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field Rain","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field PAR","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field Air Temp","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field DewPt","RH (S-THB 10945459:2308813-2), %, UCFC-Field RH","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field Wind Speed","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field Gust Speed","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field Wind Dir","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Soil Temp","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field Batt","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field","RH (S-THB 10945459:2308813-2), %, UCFC-Field","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Temp air","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field"
642,05/24/17,17:55:00,,,,,,,,,,,4.379,,,,,,,,,,,
643,05/24/17,18:00:00,973.1,1.3,39,15.46,15.23,98.40,0.2,2.4,338,17.56,4.365,,,,,,,,,,,
644,05/24/17,18:05:00,,,,,,,,,,,4.352,,,,,,,,,,,
645,05/24/17,18:10:00,,,,,,,,,,,4.353,,,,,,,,,,,
646,05/24/17,18:15:00,972.9,1.0,24,15.44,15.22,98.50,0.2,1.5,38,17.51,4.356,,,,,,,,,,,
647,05/24/17,18:20:00,,,,,,,,,,,4.358,,,,,,,,,,,
648,05/24/17,18:25:00,,,,,,,,,,,4.359,,,,,,,,,,,
649,05/24/17,18:30:00,973.1,2.8,21,15.41,15.23,98.70,0.0,1.1,93,17.15,4.346,,,,,,,,,,,
650,05/24/17,18:35:00,,,,,,,,,,,4.338,,,,,,,,,,,
651,05/24/17,18:40:00,,,,,,,,,,,4.341,,,,,,,,,,,
652,05/24/17,18:45:00,972.9,3.8,24,15.37,15.18,98.70,0.2,1.1,55,16.82,4.344,,,,,,,,,,,
653,05/24/17,18:50:00,,,,,,,,,,,4.347,,,,,,,,,,,
654,05/24/17,18:55:00,,,,,,,,,,,4.349,,,,,,,,,,,
655,05/24/17,19:00:00,973.1,2.0,11,15.37,15.21,98.90,0.0,1.5,101,16.92,4.335,,,,,,,,,,,
656,05/24/17,19:05:00,,,,,,,,,,,4.325,,,,,,,,,,,
657,05/24/17,19:10:00,,,,,,,,,,,4.329,,,,,,,,,,,
658,05/24/17,19:15:00,973.0,1.3,1,15.44,15.28,98.90,0.0,0.6,104,16.94,4.334,,,,,,,,,,,
659,05/24/17,19:20:00,,,,,,,,,,,4.337,,,,,,,,,,,
660,05/24/17,19:25:00,,,,,,,,,,,4.337,,,,,,,,,,,
661,05/24/17,19:30:00,973.1,3.0,4,15.27,15.12,98.90,0.0,0.6,104,16.51,4.325,,,,,,,,,,,
662,05/24/17,19:35:00,,,,,,,,,,,4.317,,,,,,,,,,,
663,05/24/17,19:40:00,,,,,,,,,,,4.323,,,,,,,,,,,
664,05/24/17,19:45:00,973.0,4.6,14,15.22,15.09,99.00,0.0,0.7,146,16.46,4.329,,,,,,,,,,,
665,05/24/17,19:50:00,,,,,,,,,,,4.331,,,,,,,,,,,
666,05/24/17,19:55:00,,,,,,,,,,,4.334,,,,,,,,,,,
667,05/24/17,20:00:00,973.0,1.0,6,15.13,15.01,99.10,0.2,1.3,175,16.56,4.323,,,,,,,,,,,
668,05/24/17,20:05:00,,,,,,,,,,,4.316,,,,,,,,,,,
669,05/24/17,20:10:00,,,,,,,,,,,4.320,,,,,,,,,,,
670,05/24/17,20:15:00,972.9,0.5,19,15.13,15.01,99.10,0.0,1.1,41,16.61,4.325,,,,,,,,,,,
671,05/24/17,20:20:00,,,,,,,,,,,4.329,,,,,,,,,,,
672,05/24/17,20:25:00,,,,,,,,,,,4.331,,,,,,,,,,,
673,05/24/17,20:30:00,973.0,0.3,9,15.15,15.03,99.10,0.0,0.9,39,16.68,4.320,,,,,,,,,,,
674,05/24/17,20:35:00,,,,,,,,,,,4.313,,,,,,,,,,,
675,05/24/17,20:40:00,,,,,,,,,,,4.317,,,,,,,,,,,
676,05/24/17,20:45:00,972.9,0.0,4,15.03,14.91,99.10,0.0,0.6,232,16.65,4.322,,,,,,,,,,,
677,05/24/17,20:50:00,,,,,,,,,,,4.325,,,,,,,,,,,
678,05/24/17,20:55:00,,,,,,,,,,,4.326,,,,,,,,,,,
679,05/24/17,21:00:00,972.8,0.0,1,14.94,14.81,99.10,0.0,0.9,233,16.58,4.314,,,,,,,,,,,
680,05/24/17,21:05:00,,,,,,,,,,,4.307,,,,,,,,,,,
681,05/24/17,21:10:00,,,,,,,,,,,4.313,,,,,,,,,,,
682,05/24/17,21:15:00,972.6,0.0,1,14.91,14.79,99.10,0.0,1.3,256,16.58,4.319,,,,,,,,,,,
683,05/24/17,21:20:00,,,,,,,,,,,4.322,,,,,,,,,,,
684,05/24/17,21:25:00,,,,,,,,,,,4.323,,,,,,,,,,,
685,05/24/17,21:30:00,972.4,0.0,1,14.89,14.77,99.10,0.0,1.9,190,16.51,4.313,,,,,,,,,,,
686,05/24/17,21:35:00,,,,,,,,,,,4.307,,,,,,,,,,,
687,05/24/17,21:40:00,,,,,,,,,,,4.311,,,,,,,,,,,
688,05/24/17,21:45:00,972.5,0.0,1,14.74,14.62,99.10,0.0,1.1,236,16.39,4.317,,,,,,,,,,,
689,05/24/17,21:50:00,,,,,,,,,,,4.320,,,,,,,,,,,
690,05/24/17,21:55:00,,,,,,,,,,,4.322,,,,,,,,,,,
691,05/24/17,22:00:00,973.1,0.0,1,14.65,14.54,99.20,0.0,1.1,150,16.37,4.308,,,,,,,,,,,
692,05/24/17,22:05:00,,,,,,,,,,,4.302,,,,,,,,,,,
693,05/24/17,22:10:00,,,,,,,,,,,4.310,,,,,,,,,,,
694,05/24/17,22:15:00,973.0,0.0,1,14.74,14.65,99.30,0.0,1.5,164,16.39,4.314,,,,,,,,,,,
695,05/24/17,22:20:00,,,,,,,,,,,4.317,,,,,,,,,,,
696,05/24/17,22:25:00,,,,,,,,,,,4.320,,,,,,,,,,,
697,05/24/17,22:30:00,973.0,0.0,1,14.74,14.65,99.30,0.0,0.2,177,16.42,4.310,,,,,,,,,,,
698,05/24/17,22:35:00,,,,,,,,,,,4.304,,,,,,,,,,,
699,05/24/17,22:40:00,,,,,,,,,,,4.308,,,,,,,,,,,
700,05/24/17,22:45:00,972.9,0.0,1,14.65,14.56,99.30,0.0,0.0,177,16.42,4.314,,,,,,,,,,,
701,05/24/17,22:50:00,,,,,,,,,,,4.317,,,,,,,,,,,
702,05/24/17,22:55:00,,,,,,,,,,,4.319,,,,,,,,,,,
703,05/24/17,23:00:00,973.2,0.3,1,14.58,14.47,99.20,0.0,0.0,177,16.39,4.310,,,,,,,,,,,
704,05/24/17,23:05:00,,,,,,,,,,,4.302,,,,,,,,,,,
705,05/24/17,23:10:00,,,,,,,,,,,4.308,,,,,,,,,,,
706,05/24/17,23:15:00,973.2,0.0,1,14.72,14.65,99.40,0.0,0.0,177,16.44,4.314,,,,,,,,,,,
